Pinned Tweet;@washingtonpost;2021-12-07T22:16:24.000Z;In the middle of the 19th century, hundreds of thousands of new Americans flooded into New York. They found homes in buildings like this one, on Orchard Street on Manhattan’s Lower East Side.;667;445
The Washington Post;@washingtonpost;2021-12-27T18:12:33.000Z;"Somalia’s election standoff intensifies, raising risk of political violence Mohamed Abdullahi ""Farmajo"" Mohamed, Somalia's president, attempted to sideline his main rival, Prime Minister Mohamed Hussein Roble, by suspending his powers.";11;14
The Washington Post;@washingtonpost;2021-12-27T17:54:37.000Z;2021 was a huge year for space exploration. 2022 could be even bigger. 2022 could be marked by the first steps toward a return to the moon.;14;14
The Washington Post;@washingtonpost;2021-12-27T15:14:04.000Z;More coronavirus tests will be available next month, Fauci says, as U.S. struggles with shortage As the omicron variant fuels a surge, “we’ve obviously got to do better” on testing availability, infectious-disease expert Anthony S. Fauci said.;67;48
The Washington Post;@washingtonpost;2021-12-27T15:04:06.000Z;Covid-19 live updates: Omicron drives new cases to record levels around the world U.S. health officials warn that the country could soon see more than 1 million new cases per day, far beyond last winter’s peak of 248,000.;14;42
The Washington Post;@washingtonpost;2021-12-27T14:48:39.000Z;Men across America are getting vasectomies ‘as an act of love’ Some men say they want to take a greater role in family planning, especially at a time when they say women are shouldering so much of the reproductive-rights fight.;116;100
The Washington Post;@washingtonpost;2021-12-27T14:33:04.000Z;House MAGA squad seeks to expand by boosting challengers to fellow Republicans The defiant cadre most loyal to the former president is boosting those who hew to Trump’s false claims that the election was rigged against him.;31;22
The Washington Post;@washingtonpost;2021-12-27T14:12:23.000Z;The ‘Let’s Go Brandon’ Oregonian, a New York judge and the true meaning of the First... Two otherwise unconnected Christmas week episodes — one involving an insult to President Biden, the other Project Veritas and the New York Times — bring freedom of speech to the forefront.;29;22
The Washington Post;@washingtonpost;2021-12-27T13:51:39.000Z;How to build a charcuterie board A complete guide on how to build a charcuterie board, including what foods to include, how much to buy, and other tips for maximum enjoyment.;31;23
The Washington Post;@washingtonpost;2021-12-27T13:31:06.000Z;From airport WiFi to ‘juice jacking’: 7 ways to protect your data when traveling Travel can be full of cybercrime land mines. Here are expert tips to avoid them.;7;28
The Washington Post;@washingtonpost;2021-12-27T12:56:38.000Z;Carolyn Hax: Is it okay to meet up with a male friend and not tell your jealous... A letter-writer wonders if it's okay to keep plans with a male college friend, and keep a jealous boyfriend in the dark.;52;24
The Washington Post;@washingtonpost;2021-12-27T12:21:38.000Z;At least 16 people killed in shipwreck off Greece, adding to string of deadly incidents at sea At least 14 people died and many more remained missing in two other maritime disasters near Greece this week.;15;26
The Washington Post;@washingtonpost;2021-12-27T07:30:23.000Z;"USDA accuses dog breeding facility in Virginia of mistreating animals An unannounced USDA inspection at the massive beagle-breeding facility found dozens of violations: records indicating hundreds of puppies had died of “unknown causes” over a span of months; food...";16;69
The Washington Post;@washingtonpost;2021-12-27T06:53:38.000Z;More Australians are paying tribute to Indigenous people. Some worry it’s just lip service. Many Indigenous leaders say the trend is a step toward recognizing the dispossession of Aboriginal people. Others fear the practice has become a Band-Aid, hiding wounds in need of surgery.;26;37
The Washington Post;@washingtonpost;2021-12-27T06:19:15.000Z;As a single mother, I lost my job before Christmas. I don’t believe in miracles, but... I wasn't just a single parent, I was the only parent. My paycheck was survival.;26;49
The Washington Post;@washingtonpost;2021-12-27T05:44:22.000Z;Native Americans’ farming practices may help feed a warming world “We’ve had 5,000 years of farmers trying out different strategies for dealing with heat, drought and water scarcity. We need to begin to translate that,” said one ethnobotanist in the region.;23;156
The Washington Post;@washingtonpost;2021-12-27T05:11:20.000Z;Democrats’ 2022 choice: Govern or lose Democrats have a narrow window to get a lot done. They can’t afford to indulge in recriminations.;49;57
The Washington Post;@washingtonpost;2021-12-27T04:36:20.000Z;A new map gives Democrats a shot on Maryland’s Eastern Shore. Three are vying for a chance to oust... Former Maryland delegate Heather Mizeur, who previously represented Takoma Park, is leading the Democratic field in fundraising. Her opponents, Dave Harden and Jennifer Pingley, say she's not the...;22;42
The Washington Post;@washingtonpost;2021-12-27T04:02:14.000Z;Why this is still the most wonderful time of the year Christmas is for its own sake.;10;16
The Washington Post;@washingtonpost;2021-12-27T03:24:03.000Z;Many home insurance premiums are rising faster than inflation Since 2017, premium rates are up 11.4 percent on average because of supply chain issues and climate change.;20;40
The Washington Post;@washingtonpost;2021-12-27T03:11:09.000Z;At-home covid tests and omicron: What you need to know At-home coronavirus tests are becoming scarce amid the omicron surge. Here's where to look, and what to do if you can’t find one.;22;27
The Washington Post;@washingtonpost;2021-12-26T23:17:34.000Z;With omicron, it may be harder to tell if you have covid, the common cold or flu A handful of factors are contributing to the blurring of symptoms among viruses, including omicron’s characteristics, the way symptoms present in vaccinated people and the rise in cold and flu cases...;121;279
The Washington Post;@washingtonpost;2021-12-26T22:41:51.000Z;Kansas’s prairie is rapidly shrinking. Its future depends on private landowners like Lorna Harder. How she’s trying to save the vital ecosystem, acre by acre.;13;30
The Washington Post;@washingtonpost;2021-12-26T22:05:15.000Z;6 ham recipes that make the most of leftovers for breakfast, lunch or dinner These recipes for leftover ham include grilled cheese, soup and even a savory cake.;12;18
The Washington Post;@washingtonpost;2021-12-26T21:18:10.000Z;The first Christmas as a layperson: Burned out by the pandemic, many clergy quit in the past year Between fights about masks to how far religious leaders can go in expressing political views, pastoral burnout has been high.;28;25
The Washington Post;@washingtonpost;2021-12-26T20:42:42.000Z;Military Bowl canceled after spike in coronavirus cases among Boston College players The Eagles were to face East Carolina Monday afternoon until organizers scrapped the bowl game in Annapolis for a second straight year.;17;41
The Washington Post;@washingtonpost;2021-12-26T20:26:11.000Z;Fenway Bowl canceled after Virginia withdraws from game amid coronavirus concerns Coach Bronco Mendenhall departs the program without an official sendoff as the Cavaliers miss out on a bowl game for the second consecutive year.;15;30
The Washington Post;@washingtonpost;2021-12-26T20:08:52.000Z;‘The craziest wedding year of all time’: A photographer’s overbooked, overwhelming 2021 Long Island photographer Michael Cassara looks back on his weddings in 2021, a year of sweet, sweet delayed gratification.;6;22
